timestamp,freq_hz,power,thr,is_24,wifi_hit
1765118355.3280437,2412000000.0,0.0,3e-06,1,0
1765118355.5859864,2437000000.0,0.08876156806945801,0.21126472564238014,1,1
1765118386.2183378,2462000000.0,0.0013699531555175781,0.5810035013117487,1,1
1765118416.254409,2412000000.0,8.988380432128906e-05,0.3173731802145672,1,1
1765118446.8571286,2437000000.0,5.9604644775390625e-05,0.6230448883347468,1,0
1765118447.1149056,2462000000.0,0.00013828277587890625,0.5670526086134192,1,1
1765118477.6653395,2412000000.0,3.743171691894531e-05,0.45547467792334373,1,0
1765118477.9211545,2437000000.0,6.9141387939453125e-06,0.4452969727687176,1,0
1765118478.1767132,2462000000.0,0.0005731582641601562,0.41796516007977785,1,1
1765118508.7320464,2412000000.0,1.9073486328125e-06,0.38430649578031434,1,0
1765118508.9865587,2437000000.0,8.702278137207031e-05,0.3687808375489293,1,1
1765118539.7980237,2462000000.0,5.7697296142578125e-05,0.39214792551759553,1,0
1765118540.0531046,2412000000.0,0.00013780593872070312,0.3723174775324445,1,1
1765118570.640408,2437000000.0,0.0001983642578125,0.5909188100356617,1,1
1765118601.291868,2462000000.0,0.0001728534698486328,0.47428386065589945,1,1
1765118631.8628006,2412000000.0,0.00013971328735351562,0.34464646342764227,1,1
1765118662.5412967,2437000000.0,1.4680790901184082,0.841250919948778,1,1
1765118693.182982,2462000000.0,4.124641418457031e-05,0.44488536287789704,1,0
1765118693.4404655,2412000000.0,3.743171691894531e-05,0.4129195363187317,1,0
1765118693.6980042,2437000000.0,0.0003037452697753906,0.40102749497408574,1,1
1765118724.3164535,2462000000.0,0.00012040138244628906,0.31608601898746325,1,1
1765118755.0326445,2412000000.0,0.0012025833129882812,0.32819471556020197,1,1
1765118785.663259,2437000000.0,0.00018715858459472656,0.4797344753943299,1,1
1765118816.357242,2462000000.0,2.5272369384765625e-05,0.3419620350342213,1,0
1765118816.617892,2412000000.0,6.914138793945312e-05,0.3473352454264047,1,0
1765118816.8781033,2437000000.0,0.0006604194641113281,0.34165704794734264,1,1
1765118847.552694,2462000000.0,0.000843048095703125,0.3910867336645176,1,1
1765118878.2780318,2412000000.0,0.0002148151397705078,0.32639366604764486,1,1
1765118908.3034546,2437000000.0,0.0007050037384033203,0.6185417876760629,1,1
1765118939.0131888,2462000000.0,8.320808410644531e-05,0.36671330054310025,1,1
1765118969.7685091,2412000000.0,2.1457672119140625e-06,0.3150489462339379,1,0
1765118970.02526,2437000000.0,8.106231689453125e-06,0.5281992907653008,1,0
1765118970.2812629,2462000000.0,0.00016117095947265625,0.6027672848947719,1,1
1765119000.9926097,2412000000.0,1.5497207641601562e-05,0.3110809427423497,1,0
1765119001.2496176,2437000000.0,1.9550323486328125e-05,0.3457573097424699,1,0
1765119001.5066636,2462000000.0,5.459785461425781e-05,0.3310879585661718,1,0
1765119001.7653368,2412000000.0,9.775161743164062e-06,0.3164015260785525,1,0
1765119002.0217178,2437000000.0,0.0002014636993408203,0.3105041545440378,1,1
1765119032.7716806,2462000000.0,0.00022745132446289062,0.5017905901533793,1,1
1765119063.5076602,2412000000.0,0.004368305206298828,0.3301805093205171,1,1
1765119094.239655,2437000000.0,0.0003006458282470703,0.6663434982719102,1,1
1765119124.938731,2462000000.0,0.00017404556274414062,0.43507444214192337,1,1
1765119155.682763,2412000000.0,0.0003979206085205078,0.35231207272364357,1,1
1765119186.3958807,2437000000.0,8.106231689453125e-05,0.8642994640717172,1,1
1765119217.1210985,2462000000.0,0.00024080276489257812,0.4992455253723816,1,1
1765119247.8287408,2412000000.0,0.0005161762237548828,0.3596913527355369,1,1
1765119278.56315,2437000000.0,6.890296936035156e-05,0.5035616274275226,1,0
1765119278.8193786,2462000000.0,0.0005917549133300781,0.47375482453069806,1,1
1765119309.5371916,2412000000.0,0.0004017353057861328,0.4155422611605487,1,1
1765119340.1008217,2437000000.0,0.0007419586181640625,0.6043979939475241,1,1
1765119370.1355639,2462000000.0,0.00024628639221191406,0.46364974580584334,1,1
1765119400.7889328,2412000000.0,0.00038170814514160156,0.30495323845261857,1,1
1765119431.4621077,2437000000.0,4.0531158447265625e-06,0.9414459198330773,1,0
1765119431.7205896,2462000000.0,0.0006363391876220703,0.881092016455458,1,1
1765119462.3852615,2412000000.0,0.20580530166625977,0.3155155861821225,1,1
1765119492.9949334,2437000000.0,0.0014460086822509766,0.7131531029056096,1,1
1765119523.7139568,2462000000.0,0.0002205371856689453,0.5392015769277103,1,1
1765119554.357028,2412000000.0,8.106231689453125e-05,0.330898786053258,1,1
1765119584.9989614,2437000000.0,2.0265579223632812e-05,0.8112307888132599,1,0
1765119585.2554822,2462000000.0,1.1920928955078125e-05,0.8571027538242859,1,0
1765119585.511674,2412000000.0,0.00015664100646972656,0.7824104405412067,1,1
1765119616.186982,2437000000.0,4.410743713378906e-05,0.8468305563191572,1,0
1765119616.4435773,2462000000.0,0.00013065338134765625,0.7596652455638206,1,1
1765119647.077287,2412000000.0,5.745887756347656e-05,0.33598488177963803,1,0
1765119647.3339307,2437000000.0,0.000324249267578125,0.39226487486373596,1,1
1765119678.0310245,2462000000.0,0.00011372566223144531,0.4910586140409533,1,1
1765119708.6722696,2412000000.0,6.127357482910156e-05,0.4190159776472385,1,0
1765119708.9289215,2437000000.0,1.5497207641601562e-05,0.4246507716740927,1,0
1765119709.1855164,2462000000.0,0.00018906593322753906,0.4767898237295198,1,1
1765119739.925597,2412000000.0,0.0004093647003173828,0.43463858651179743,1,1
1765119770.5856133,2437000000.0,1.2636184692382812e-05,0.6638387469615981,1,0
1765119770.8411646,2462000000.0,0.0002484321594238281,0.6161409755603529,1,1
1765119801.5427878,2412000000.0,0.00011110305786132812,0.46849680811321487,1,1
1765119832.2236214,2437000000.0,1.1920928955078125e-05,0.6614943567577012,1,0
1765119832.4802783,2462000000.0,0.00010132789611816406,0.6067949482579806,1,1
1765119862.5166879,2412000000.0,6.198883056640625e-05,0.42329275843842357,1,0
1765119862.7729886,2437000000.0,1.7404556274414062e-05,0.3989100451665859,1,0
1765119863.029372,2462000000.0,0.0007965564727783203,0.5614978411294496,1,1
1765119893.7377203,2412000000.0,0.00010991096496582031,0.33496188453167786,1,1
1765119924.4261134,2437000000.0,3.457069396972656e-05,0.3746219589373556,1,0
1765119924.6808717,2462000000.0,1.1920928955078125e-06,0.354956596850179,1,0
1765119924.9397402,2412000000.0,0.00012445449829101562,0.3558675434113539,1,1
1765119955.6023414,2437000000.0,0.49825143814086914,0.45829231294199585,1,1
1765119986.3205972,2462000000.0,4.76837158203125e-05,0.3677853732347458,1,0
1765119986.5755162,2412000000.0,0.0006973743438720703,0.37434669949798133,1,1
1765120017.2399566,2437000000.0,9.5367431640625e-05,0.48651853748919205,1,1
1765120047.9840531,2462000000.0,0.0348663330078125,0.3932548323328103,1,1
1765120078.7006388,2412000000.0,2.5987625122070312e-05,0.32415138183250636,1,0
1765120078.9559083,2437000000.0,0.00023484230041503906,0.3264910816874775,1,1
1765120109.7043197,2462000000.0,0.00011682510375976562,0.9098607520933415,1,1
